game_id,title,franchise,developer,publisher,developer_size,development_years,budget_million_usd,release_date,release_year,genre,age_rating,game_engine,launch_price_usd,current_price_usd,metacritic_score,user_score,steam_rating_percent,copies_sold_million,estimated_revenue_million,peak_players,main_story_hours,completionist_hours,game_size_gb,minimum_ram_gb,recommended_ram_gb,vr_support,ray_tracing,goty_award,award_count,nomination_count,commercial_success
10549,Minecraft 13,Minecraft,Pena PLC,Glover-Hess,AAA,5.6,256.25,2002-09-03,2002,Racing,E,Unity,59.99,49.44,90,8.9,91,59.27,4030.6,12456420,4.0,13.9,78.6,4,8,0,0,0,2,9,Legendary
10550,Stardew Valley 5,Stardew Valley,Johnson Inc,"Edwards, Miller and Dawson",AAA,2.4,281.59,2020-06-14,2020,Strategy,T,Frostbite,59.99,30.57,80,8.0,78,41.58,2827.91,4372396,19.8,74.2,114.6,16,16,0,1,0,0,0,Legendary
10551,Minecraft 18,Minecraft,Taylor Inc,Marshall LLC,AAA,6.1,179.56,1994-10-18,1994,Strategy,M,RE Engine,59.99,33.39,75,7.3,72,25.38,1920.5,4667325,15.7,80.3,62.4,4,8,0,0,0,0,1,Blockbuster
10552,Terraria 1,Terraria,Austin Group,Shaw-Dunn,AA,2.3,15.7,1998-07-09,1998,Sports,E10+,RE Engine,39.99,19.91,67,6.7,67,4.6,260.39,924429,2.1,7.2,39.3,4,8,0,0,0,0,1,Average
10553,Minecraft 16,Minecraft,Mcclure Group,"Frey, Harris and Snyder",AAA,2.4,215.52,2018-04-15,2018,Racing,E,Decima,59.99,31.04,90,9.2,86,46.41,3163.27,8212107,4.1,13.3,104.3,16,16,0,0,0,2,11,Legendary
10554,Elden Ring 10,Elden Ring,"Cunningham, Rodriguez and Boyd",Williams and Sons,AAA,4.6,145.41,2012-06-03,2012,Adventure,E10+,RE Engine,59.99,54.91,95,9.7,93,58.66,3676.25,9224147,10.6,38.7,96.6,8,8,0,0,1,4,13,Legendary
10555,Grand Theft Auto 4,Grand Theft Auto,Jones LLC,"Wilson, Gomez and Willis",AAA,6.3,142.34,2013-05-12,2013,Horror,E,RAGE,59.99,55.49,83,8.4,82,36.4,2486.69,5994311,5.9,16.6,95.9,8,8,0,0,0,0,7,Blockbuster
10556,Eight Odyssey,Indie,Alexander-Bennett,Jackson PLC,AAA,1.2,197.84,2004-10-06,2004,RPG,T,Decima,59.99,42.5,67,7.1,67,17.3,1098.8,3692513,30.1,137.4,82.2,4,8,0,0,0,0,1,Blockbuster
10557,The Witcher 14,The Witcher,"Kelley, Smith and Perez",Li LLC,AA,3.7,32.81,2024-10-20,2024,FPS,T,Godot,29.99,26.96,84,8.5,84,10.66,517.44,1167133,6.0,16.6,80.1,16,16,0,0,0,0,3,Hit
10558,Halo 11,Halo,Freeman-Hooper,"Mason, Green and Taylor",AAA,3.1,78.6,2019-12-21,2019,Simulation,E10+,Frostbite,59.99,35.93,84,8.6,88,30.04,2289.78,6655997,9.6,51.2,110.7,16,16,0,0,0,0,10,Blockbuster
10559,Assassin's Creed 16,Assassin's Creed,Buckley-Allen,"Fisher, Johnson and Morales",AA,2.1,25.45,2000-07-08,2000,Horror,M,RE Engine,49.99,39.69,80,8.1,81,10.49,634.27,1861605,5.7,14.0,43.9,4,8,0,0,0,0,10,Hit
10560,Assassin's Creed 17,Assassin's Creed,Obrien Inc,Garcia PLC,AA,3.1,25.08,2023-12-25,2023,Action,T,Creation Engine,49.99,23.2,83,8.2,87,6.35,330.99,1411255,12.9,39.9,82.7,16,16,1,0,0,0,3,Hit
10561,Forza 6,Forza,Nelson Group,Lucero LLC,Indie,2.8,0.43,2010-02-28,2010,FPS,T,Unity,14.99,10.71,61,6.1,60,1.4,25.34,165039,7.2,20.5,44.4,8,8,0,0,0,0,1,Average
10562,Battlefield 20,Battlefield,"Mccarthy, Rhodes and Morgan",Hodge-Burton,AA,3.8,13.82,2012-12-29,2012,Racing,E10+,Frostbite,49.99,23.94,91,8.7,93,13.98,956.96,1958731,4.6,13.0,56.6,8,8,0,0,0,3,10,Hit
10563,Far Cry 1,Far Cry,"Bush, Patrick and Martin",Conway PLC,AAA,5.7,143.26,2023-08-30,2023,Racing,M,Unity,69.99,46.93,91,9.4,90,48.25,3892.02,6654087,3.6,11.1,119.9,16,16,0,1,0,3,13,Legendary
10564,Civilization 13,Civilization,"Butler, Sanchez and Smith",Riley-Lucas,Indie,3.5,0.44,1999-10-17,1999,Sandbox,E,Unreal Engine 5,19.99,18.85,79,8.0,73,2.67,67.11,435119,17.8,223.3,26.2,4,8,0,0,0,0,4,Average
10565,Minecraft 8,Minecraft,Parker-Graves,Clark Group,Indie,3.6,0.81,2024-04-26,2024,Sports,E10+,Unreal Engine 5,14.99,4.99,86,8.7,83,2.95,64.25,609477,2.3,9.4,70.0,8,16,1,0,0,1,10,Average
10566,The Witcher 5,The Witcher,"Meza, Williams and Bray",Schroeder PLC,AA,2.0,13.87,2016-10-19,2016,Horror,T,Decima,29.99,9.55,75,7.3,73,7.04,338.57,801393,5.2,16.0,70.6,16,16,0,0,0,0,10,Hit
10567,When Odyssey,Indie,"Wilson, Maldonado and Brewer","Wyatt, Smith and English",AAA,2.2,136.85,2000-01-30,2000,Simulation,E10+,Frostbite,59.99,54.04,82,8.2,79,45.61,2951.14,8934752,8.3,47.1,80.7,4,8,0,0,0,0,6,Legendary
10568,Elden Ring 16,Elden Ring,"Durham, Davis and Snyder",Thompson-Hoffman,AAA,5.9,296.29,2021-02-25,2021,Adventure,E,Godot,59.99,33.41,99,10.0,98,79.31,5958.08,16098259,12.0,47.3,111.2,16,16,0,1,1,5,9,Legendary
10569,Assassin's Creed 4,Assassin's Creed,Palmer-Larsen,Wolf Ltd,AAA,1.0,240.26,2001-07-29,2001,Adventure,M,Unreal Engine 5,59.99,58.33,87,8.8,81,49.04,3892.26,5495291,11.0,44.0,81.9,4,8,0,0,0,1,6,Legendary
10570,Resident Evil 9,Resident Evil,Young PLC,Cook-Daniels,AA,2.7,19.98,2024-09-16,2024,FPS,E,Unreal Engine 5,29.99,27.9,81,8.3,83,9.78,363.58,1911870,5.0,18.0,82.1,16,16,1,0,0,0,5,Hit
10571,Call of Duty 17,Call of Duty,Smith Group,"Kelly, Smith and Smith",AAA,1.2,228.6,2014-01-20,2014,Adventure,M,RE Engine,59.99,47.13,84,8.6,82,40.96,3018.12,7306994,11.2,46.7,103.9,8,8,0,0,0,0,0,Legendary
10572,Final Fantasy 14,Final Fantasy,Travis Group,"Diaz, Day and Cook",AA,1.3,34.61,2004-04-03,2004,FPS,M,Frostbite,39.99,33.25,73,7.1,72,4.11,245.85,629340,6.8,20.7,48.2,4,8,0,0,0,0,0,Average
10573,Far Cry 13,Far Cry,"Fisher, Roth and Watts",Graham-Morris,AAA,1.4,152.25,2009-04-26,2009,RPG,E10+,Creation Engine,59.99,49.71,79,7.5,81,25.07,1923.28,3443915,31.2,132.1,86.2,8,8,0,0,0,0,0,Blockbuster
10574,Grand Theft Auto 8,Grand Theft Auto,Mcintyre and Sons,"Clark, Hawkins and Martin",AA,3.4,6.33,2006-04-20,2006,Horror,T,Godot,29.99,4.99,83,8.4,82,7.63,358.95,1284523,5.9,14.8,55.6,8,8,0,0,0,0,3,Hit
10575,Cyberpunk 15,Cyberpunk,Diaz Group,"Decker, Irwin and Jacobs",AA,1.2,7.17,2012-05-14,2012,Sandbox,E,Decima,49.99,44.99,80,8.3,81,10.33,555.39,2100752,19.2,218.1,57.5,8,8,0,0,0,0,10,Hit
10576,Stardew Valley 19,Stardew Valley,Ross Inc,Steele and Sons,AAA,4.9,232.06,1991-04-17,1991,Horror,E,Anvil,59.99,46.73,75,7.9,76,23.54,1476.08,3094691,5.4,16.1,64.0,4,8,0,0,0,0,9,Blockbuster
10577,Grand Theft Auto 11,Grand Theft Auto,"Rivera, Malone and Sanders",Burnett-Beltran,AAA,4.3,146.19,2006-08-03,2006,Sports,E10+,Unity,59.99,55.59,70,6.7,68,28.57,1811.91,5242805,1.8,7.4,84.9,8,8,0,0,0,0,7,Blockbuster
10578,Stardew Valley 16,Stardew Valley,"Brown, Gilmore and Anderson","Kane, Briggs and Smith",Indie,3.4,3.54,2012-10-08,2012,Strategy,T,Unity,14.99,4.99,73,7.2,74,1.67,28.9,209966,19.8,69.5,41.6,8,8,0,0,0,0,7,Average
10579,Final Fantasy 2,Final Fantasy,Williams LLC,"Villa, Moore and Powell",AAA,4.4,139.67,2015-07-04,2015,Simulation,M,Unity,59.99,30.88,91,8.9,90,36.82,2599.81,5433072,8.1,54.7,104.0,8,8,0,0,0,3,10,Blockbuster
10580,Battlefield 5,Battlefield,Schmidt-Murphy,Wilson-Liu,AA,2.9,27.85,2016-11-02,2016,Racing,E10+,Unity,49.99,24.05,78,7.4,81,9.29,556.22,1484790,4.2,13.3,63.9,16,16,0,0,0,0,8,Hit
10581,Far Cry 18,Far Cry,Sanchez PLC,Santos and Sons,Indie,4.0,0.84,2013-05-17,2013,Racing,T,Anvil,14.99,4.99,75,7.3,75,1.54,40.19,185541,3.5,14.0,42.8,8,8,0,0,0,0,0,Average
10582,Resident Evil 8,Resident Evil,Weaver Ltd,Bonilla-Yoder,AA,1.6,25.46,2020-03-26,2020,Simulation,M,RAGE,39.99,36.6,90,9.2,84,8.63,499.37,1056505,8.0,52.6,81.9,16,16,0,0,0,2,2,Hit
10583,Grand Theft Auto 5,Grand Theft Auto,"Conway, Hurst and Torres",Orozco-Little,Indie,2.6,4.75,2018-10-03,2018,Strategy,E,RAGE,14.99,13.63,82,8.1,78,2.16,39.43,333544,20.0,65.5,58.1,8,8,1,0,0,0,1,Average
10584,Far Cry 15,Far Cry,Garcia-Gonzales,Dunn-Rice,AAA,1.4,150.92,2016-10-01,2016,Simulation,T,Unreal Engine 5,59.99,54.98,80,8.2,76,40.77,2698.65,4329610,11.5,54.3,104.2,16,16,0,0,0,0,3,Legendary
10585,Hades 2,Hades,Hubbard Ltd,Crawford PLC,AA,2.6,39.13,1991-05-23,1991,RPG,E10+,Creation Engine,49.99,26.57,58,5.6,55,2.33,156.55,331190,29.3,129.7,27.9,4,8,0,0,0,0,0,Average
10586,Battlefield 17,Battlefield,Krause-Mcdonald,Kirk-Sellers,AAA,5.9,305.29,2024-10-06,2024,Action,M,RE Engine,69.99,55.51,77,7.7,73,28.49,2092.48,4057236,11.6,39.8,119.4,16,16,0,1,0,0,0,Blockbuster
10587,Forza 10,Forza,Tucker LLC,"Brock, Hurst and Fitzpatrick",AA,1.3,9.09,1990-07-13,1990,Horror,M,Godot,39.99,17.11,68,6.8,63,6.22,313.64,1324367,7.0,17.7,18.2,4,8,0,0,0,0,5,Hit
10588,Hades 16,Hades,Drake Group,"Brewer, Allen and Chase",AA,3.1,39.34,2007-06-27,2007,Adventure,T,Unreal Engine 5,49.99,47.83,84,8.6,83,6.24,332.05,834129,8.9,40.6,55.6,8,8,0,0,0,0,2,Hit
10589,Assassin's Creed 9,Assassin's Creed,Rosario Group,Crosby-Johnson,AAA,1.9,287.77,2012-04-04,2012,RPG,E,Godot,59.99,34.32,77,7.9,76,32.35,2169.94,5348676,35.7,132.0,93.8,8,8,0,0,0,0,10,Blockbuster
10590,What Odyssey,Indie,Dennis-Frazier,Willis and Sons,AAA,3.9,213.56,1996-02-18,1996,Sports,E10+,RAGE,59.99,40.74,77,7.6,79,20.02,1415.67,2389299,1.9,9.2,67.6,4,8,0,0,0,0,4,Blockbuster
10591,Grand Theft Auto 10,Grand Theft Auto,"Benitez, Schmidt and Gilbert",Brown Ltd,AA,1.4,18.01,2023-05-15,2023,Sports,E,Frostbite,39.99,28.76,93,9.7,94,11.19,472.4,1234116,2.3,7.2,82.5,16,16,0,0,0,3,9,Hit
10592,Battlefield 2,Battlefield,Bowen-Maxwell,"Jones, Sanders and Woods",AAA,6.4,206.47,2017-10-28,2017,Horror,E,Godot,59.99,46.89,86,9.0,88,47.45,3293.49,6450477,6.2,17.3,111.1,16,16,0,0,0,1,10,Legendary
10593,Halo 7,Halo,Gray-Fisher,"Tran, Burgess and Walker",AA,2.3,8.14,2026-01-10,2026,Horror,T,Unreal Engine 4,29.99,17.91,94,9.6,90,11.18,375.01,2157560,5.0,15.2,86.0,16,16,0,0,1,4,7,Hit
10594,Forza 8,Forza,White LLC,Griffin Group,Indie,1.2,1.98,1996-11-24,1996,Racing,E,Frostbite,24.99,9.52,70,6.6,65,1.37,40.46,252348,4.3,12.2,14.1,4,8,0,0,0,0,10,Average
10595,Task Odyssey,Indie,"Young, Jones and Glover","Yates, Nguyen and Collins",Indie,3.8,1.24,2015-08-05,2015,RPG,E10+,Creation Engine,14.99,4.99,78,7.6,79,2.65,74.28,531056,30.5,131.0,46.2,8,8,0,0,0,0,5,Average
10596,Terraria 13,Terraria,"Freeman, Ferguson and Sullivan",Martinez-Ferguson,Indie,3.5,3.49,2008-08-09,2008,Sandbox,E10+,RE Engine,19.99,13.89,74,7.8,71,2.67,79.11,405626,20.6,182.6,33.5,8,8,0,0,0,0,6,Average
10597,Minecraft 7,Minecraft,Smith LLC,Edwards LLC,AA,3.3,18.08,2015-01-15,2015,Sandbox,T,RE Engine,29.99,15.25,81,8.4,78,8.87,375.04,1264141,16.1,180.2,62.7,8,8,0,0,0,0,2,Hit
10598,Hades 11,Hades,"Bennett, Spears and Acosta","Cook, Clark and Osborne",Indie,2.8,1.0,2026-06-08,2026,RPG,E10+,RAGE,9.99,4.99,81,7.8,84,2.73,39.86,303244,38.6,142.2,74.2,8,16,0,0,0,0,2,Average
10599,Terraria 6,Terraria,Stewart Inc,Mayer PLC,AAA,4.1,135.0,2019-11-27,2019,Strategy,T,Unity,59.99,37.49,91,8.8,86,59.29,4670.3,13338842,20.0,65.7,110.0,16,16,0,0,0,3,9,Legendary
10600,Grand Theft Auto 16,Grand Theft Auto,Davis-Davis,Clayton and Sons,Indie,3.6,2.49,2006-02-17,2006,Horror,M,Frostbite,9.99,6.78,77,7.9,76,2.17,26.52,364121,5.0,15.7,35.0,8,8,0,0,0,0,4,Average
10601,Far Cry 7,Far Cry,Bradford Ltd,Frye Inc,AAA,5.9,96.37,2008-08-27,2008,Action,E,Anvil,59.99,55.16,73,6.9,74,18.32,1384.3,3675371,13.9,32.3,92.5,8,8,0,0,0,0,0,Blockbuster
10602,Resident Evil 10,Resident Evil,"Cain, Lopez and Wade","Scott, Perez and Reid",AAA,4.3,100.8,1990-11-30,1990,Action,M,Godot,59.99,50.94,83,8.3,78,36.62,2898.45,6811762,9.9,32.2,58.8,4,8,0,0,0,0,5,Blockbuster
10603,Battlefield 2,Battlefield,Delgado Ltd,"Marshall, Holland and Thompson",Indie,2.5,4.35,2020-12-30,2020,RPG,M,Creation Engine,14.99,4.99,85,8.7,83,4.0,79.2,452867,36.2,137.0,58.9,8,8,0,0,0,1,6,Average
10604,Resident Evil 12,Resident Evil,Williams Group,Walker-Bright,AAA,5.9,299.45,2026-04-28,2026,RPG,E10+,Godot,69.99,65.43,86,8.3,80,47.59,3462.11,6592857,30.7,159.2,125.7,16,16,0,1,0,1,6,Legendary
10605,The Witcher 7,The Witcher,"Cooper, Meza and Rhodes",Wright Group,AAA,5.7,168.8,2015-12-10,2015,Adventure,E10+,Godot,59.99,52.02,91,9.3,91,42.6,3349.06,5285973,8.8,36.8,100.3,8,8,0,0,0,3,4,Legendary
10606,The Witcher 9,The Witcher,Tapia Ltd,Jones LLC,Indie,2.2,2.59,2018-08-03,2018,Simulation,T,RAGE,24.99,21.48,77,7.8,76,1.73,48.33,380523,8.3,46.2,57.4,8,8,0,0,0,0,0,Average
10607,Diablo 1,Diablo,"Dougherty, Hatfield and Jones",Acevedo-Mcmillan,AAA,4.1,66.26,2015-07-10,2015,Action,E10+,Unreal Engine 5,59.99,44.18,86,8.3,82,53.3,3765.17,6155900,11.6,40.7,108.0,8,8,0,0,0,1,11,Legendary
10608,Diablo 14,Diablo,Nolan Ltd,Carson-Knapp,AAA,5.9,169.89,2014-03-21,2014,Adventure,T,Unreal Engine 4,59.99,53.73,88,9.2,85,43.31,2833.66,9549131,11.5,46.5,101.6,8,8,0,0,0,2,4,Legendary
10609,Cyberpunk 5,Cyberpunk,Dixon-Tanner,"Knox, Murray and Cervantes",AA,3.8,7.54,2005-04-29,2005,Action,E,Anvil,39.99,21.96,74,7.5,70,6.94,300.19,738406,14.0,36.1,47.9,8,8,0,0,0,0,7,Hit
10610,Assassin's Creed 10,Assassin's Creed,Bradford and Sons,Chambers-Brown,AA,3.7,17.28,2026-10-23,2026,Strategy,E,Godot,29.99,4.99,82,8.2,83,10.56,467.96,1862301,15.0,77.0,89.6,16,16,0,0,0,0,1,Hit
10611,Civilization 7,Civilization,"Brown, Richards and Lewis",Mccullough PLC,AA,3.7,25.56,2001-06-27,2001,Action,E10+,Unreal Engine 5,49.99,42.01,78,7.5,74,9.77,615.38,1329825,12.1,32.7,38.4,4,8,0,0,0,0,6,Hit
10612,Final Fantasy 9,Final Fantasy,Thompson and Sons,"Cummings, Brown and Brown",AAA,4.6,294.09,2015-12-15,2015,Sandbox,E10+,RAGE,59.99,33.61,89,8.7,83,50.56,3460.57,10077729,16.9,214.3,98.1,8,8,0,0,0,2,9,Legendary
10613,Cyberpunk 11,Cyberpunk,Black Group,Whitney and Sons,Indie,1.8,1.74,2021-09-09,2021,Racing,T,Decima,24.99,23.67,83,8.3,85,2.5,82.07,318911,3.9,13.5,58.2,8,16,1,0,0,0,9,Average
10614,Final Fantasy 14,Final Fantasy,"Lopez, King and Collins","Hogan, Garza and Brock",AAA,6.1,184.33,2013-11-03,2013,Adventure,E10+,Unreal Engine 5,59.99,36.86,99,9.8,96,44.74,3355.53,6688750,11.8,36.8,96.8,8,8,0,0,1,5,15,Legendary
10615,Minecraft 16,Minecraft,Sullivan Inc,Watson-Taylor,AAA,5.6,221.63,2014-06-20,2014,FPS,M,Frostbite,59.99,45.63,91,9.2,95,62.79,4969.74,13204618,4.8,21.2,100.9,8,8,0,0,0,3,3,Legendary
10616,The Witcher 15,The Witcher,Thomas LLC,Griffin PLC,AA,1.6,12.69,1998-07-09,1998,FPS,E,Decima,29.99,4.99,80,7.9,77,6.96,267.24,1071908,5.8,18.7,36.9,4,8,0,0,0,0,9,Hit
10617,Cyberpunk 16,Cyberpunk,Thomas and Sons,Smith-Giles,AAA,2.3,303.23,2011-08-24,2011,Sports,E10+,Decima,59.99,49.81,87,8.7,84,33.66,2313.41,6659918,2.0,8.7,98.6,8,8,0,0,0,1,5,Blockbuster
10618,Option Odyssey,Indie,Hobbs and Sons,"Erickson, Johnson and Baker",AA,1.1,9.08,2007-02-24,2007,Simulation,E10+,Frostbite,39.99,13.28,73,7.4,75,6.51,369.81,908444,10.7,48.8,51.0,8,8,0,0,0,0,8,Hit
10619,Elden Ring 17,Elden Ring,Williams PLC,"Meyer, King and Valentine",Indie,2.6,4.24,2004-04-15,2004,Strategy,M,Unity,14.99,4.99,81,7.7,84,3.06,72.28,533256,15.6,80.3,35.2,4,8,0,0,0,0,6,Average
10620,The Witcher 11,The Witcher,"Martinez, Kline and Flores",Phillips Group,AA,1.7,24.13,2018-12-18,2018,Sports,T,Unity,29.99,13.48,80,8.2,82,9.24,306.92,1733127,2.2,7.6,75.9,16,16,1,0,0,0,8,Hit
10621,Assassin's Creed 16,Assassin's Creed,Lee-Sampson,"Austin, Chavez and Martinez",Indie,1.8,1.09,2021-08-01,2021,Horror,M,Frostbite,19.99,5.75,85,8.9,88,3.67,126.42,732615,6.9,17.3,66.0,8,16,0,0,0,1,2,Average
10622,Hades 16,Hades,Jones Ltd,Galvan PLC,AAA,6.8,308.44,2017-09-25,2017,Horror,M,Decima,59.99,33.83,86,8.6,85,51.87,3902.61,10051194,6.4,15.3,102.3,16,16,0,0,0,1,2,Legendary
10623,Fight Odyssey,Indie,Perry Inc,"Hill, Edwards and Powell",AA,3.4,14.42,2006-08-14,2006,Strategy,E,Unity,49.99,27.8,91,9.1,93,14.35,848.48,3165887,19.7,72.0,52.9,8,8,0,0,0,3,9,Hit
10624,Diablo 15,Diablo,Mitchell-Clayton,"Garza, Malone and Johnson",Indie,1.7,0.78,1997-04-05,1997,RPG,E,Unreal Engine 5,14.99,4.99,65,6.4,63,1.11,31.97,186145,34.9,135.8,22.8,4,8,0,0,0,0,6,Average
10625,Simple Odyssey,Indie,Gonzalez Group,"Phillips, Sosa and Griffith",AAA,2.5,167.22,1990-12-19,1990,Simulation,E10+,RE Engine,59.99,35.62,81,7.9,77,28.94,1980.06,6459612,9.5,56.1,62.0,4,8,0,0,0,0,7,Blockbuster
10626,Top Odyssey,Indie,Smith and Sons,Lyons and Sons,AAA,5.6,246.35,2012-02-06,2012,RPG,E,Decima,59.99,49.68,86,8.9,80,32.44,2150.37,3709102,34.9,144.8,91.6,8,8,0,0,0,1,3,Blockbuster
10627,Minecraft 6,Minecraft,Stanley LLC,Garcia-Herrera,Indie,1.2,4.77,2012-07-28,2012,Sports,T,Unreal Engine 4,19.99,4.99,75,7.3,73,2.53,100.22,436302,1.7,8.2,48.2,8,8,0,0,0,0,0,Average
10628,Halo 6,Halo,Kelley-Carr,Jackson-Smith,Indie,1.4,1.68,2004-07-16,2004,Sandbox,M,Unreal Engine 5,14.99,4.99,76,7.4,72,2.79,52.12,380345,21.3,238.2,32.2,4,8,0,0,0,0,0,Average
10629,Battlefield 1,Battlefield,Carter Ltd,"Wilson, Cook and Farmer",AAA,1.3,224.78,2025-12-26,2025,Simulation,E10+,RAGE,69.99,60.78,85,8.7,83,45.11,4053.45,6531078,9.2,49.8,120.3,16,16,0,1,0,1,1,Legendary
10630,The Witcher 19,The Witcher,Gray Inc,Jones Group,Indie,2.7,3.96,2012-07-27,2012,Simulation,T,Frostbite,14.99,13.99,72,7.4,66,1.64,31.62,182894,10.1,47.9,43.4,8,8,0,0,0,0,10,Average
10631,Far Cry 11,Far Cry,Garcia and Sons,Roth PLC,Indie,1.3,0.57,2012-04-24,2012,Action,E10+,Creation Engine,19.99,9.63,72,7.3,70,1.78,68.34,193179,12.8,33.3,49.1,8,8,0,0,0,0,7,Average
10632,Far Cry 10,Far Cry,Johnson and Sons,"Gutierrez, Tate and Taylor",AA,1.7,25.68,2018-03-19,2018,RPG,E10+,Unity,39.99,16.01,94,9.8,94,13.69,802.64,1727292,41.7,139.7,77.9,16,16,0,0,1,4,4,Hit
10633,Battlefield 1,Battlefield,"Bell, Stephens and Allen",Brooks Ltd,AAA,3.8,64.7,2001-02-13,2001,RPG,E,Unity,59.99,49.58,82,8.4,84,33.99,2140.7,4977654,38.1,147.1,74.4,4,8,0,0,0,0,7,Blockbuster
10634,Resident Evil 10,Resident Evil,"Zuniga, Martinez and Mccullough",Perry PLC,AAA,5.4,178.7,2003-12-25,2003,FPS,M,Frostbite,59.99,50.08,80,8.2,84,39.55,2617.15,5285607,5.2,21.6,85.2,4,8,0,0,0,0,4,Blockbuster
10635,Stardew Valley 10,Stardew Valley,Vargas-Kidd,"Fisher, Floyd and Thomas",AAA,4.5,289.57,2014-06-19,2014,Adventure,M,Unreal Engine 4,59.99,33.46,87,8.3,85,32.24,2347.31,5511384,8.3,39.7,102.0,8,8,0,0,0,1,4,Blockbuster
10636,Hades 6,Hades,"Martinez, Morales and Saunders",Stark and Sons,AA,2.5,12.36,2008-02-22,2008,Sandbox,E10+,Godot,39.99,16.4,80,8.0,77,10.27,600.92,2116164,22.1,202.1,51.1,8,8,0,0,0,0,8,Hit
10637,Call of Duty 1,Call of Duty,Chase-Bradley,Fritz PLC,AA,3.7,15.22,1992-05-08,1992,Racing,T,Unreal Engine 5,39.99,24.04,73,7.4,68,8.03,381.76,1199697,4.6,14.2,23.9,4,8,0,0,0,0,9,Hit
10638,Elden Ring 15,Elden Ring,Luna Inc,Taylor Ltd,AAA,6.0,193.89,1993-05-23,1993,FPS,T,Unity,59.99,55.94,69,7.1,67,26.02,1657.34,5140046,5.4,17.0,61.7,4,8,0,0,0,0,3,Blockbuster
10639,Halo 11,Halo,"Moore, Campbell and Mckenzie",Hayes LLC,Indie,3.6,3.02,2011-08-26,2011,Simulation,M,Godot,14.99,4.99,72,7.4,73,1.34,27.66,160688,10.2,49.5,40.4,8,8,0,0,0,0,0,Average
10640,Elden Ring 6,Elden Ring,Rodgers-Reid,Turner Group,AAA,7.0,72.97,2002-03-25,2002,Strategy,M,Unreal Engine 4,59.99,53.96,80,8.2,78,39.45,2944.58,8467800,18.2,64.6,75.3,4,8,0,0,0,0,8,Blockbuster
10641,Halo 13,Halo,Sanchez LLC,Peters-Smith,AAA,2.4,217.01,2018-10-16,2018,Sandbox,E10+,RE Engine,59.99,32.31,86,8.9,82,49.13,3564.08,8757022,23.8,225.6,102.5,16,16,0,0,0,1,6,Legendary
10642,Resident Evil 20,Resident Evil,"Thompson, Allen and Norris",Adams PLC,AAA,4.4,311.25,1990-10-29,1990,Sandbox,M,Creation Engine,59.99,58.11,66,6.9,67,15.94,1114.77,2331627,16.5,232.2,56.6,4,8,0,0,0,0,9,Blockbuster
10643,Final Fantasy 12,Final Fantasy,George-Lowe,"West, Rodgers and Watson",AA,1.6,27.68,2003-08-18,2003,FPS,M,RAGE,39.99,23.51,77,7.5,77,5.21,221.66,815454,5.5,21.2,47.3,4,8,0,0,0,0,2,Hit
10644,Battlefield 1,Battlefield,Olson-Bauer,"Butler, Hughes and Garcia",AAA,2.5,56.26,1998-08-13,1998,Simulation,M,Godot,59.99,40.69,72,6.8,66,27.47,1725.99,4082323,11.0,48.0,75.3,4,8,0,0,0,0,0,Blockbuster
10645,Stardew Valley 20,Stardew Valley,Henderson Inc,Morales-Williams,Indie,1.1,2.13,2012-07-21,2012,Horror,E,Godot,24.99,4.99,72,7.6,71,1.64,63.09,364074,6.7,14.3,41.2,8,8,0,0,0,0,4,Average
10646,Battlefield 10,Battlefield,Garcia PLC,Brooks-Clark,Indie,2.7,0.47,2025-03-07,2025,Racing,E,Frostbite,14.99,4.99,82,8.3,76,2.8,86.24,594411,3.8,13.7,63.4,8,16,0,0,0,0,9,Average
10647,Assassin's Creed 20,Assassin's Creed,Robinson Ltd,Garcia Inc,Indie,1.2,4.59,2023-07-06,2023,Simulation,E,Anvil,14.99,4.99,91,9.1,91,2.91,71.78,390490,8.5,50.3,70.1,8,16,0,0,0,3,4,Average
10648,Member Odyssey,Indie,"Rodriguez, Douglas and Nelson","Smith, Berry and Nichols",AAA,1.8,60.39,2014-07-29,2014,Sports,E,Godot,59.99,49.99,80,8.2,77,35.3,2475.08,3765146,1.9,9.5,105.4,8,8,0,0,0,0,10,Blockbuster
10649,Grand Theft Auto 9,Grand Theft Auto,Wood Group,Frazier Inc,AAA,1.8,177.49,2017-09-18,2017,Racing,T,Anvil,59.99,44.33,90,9.1,88,36.34,2770.93,7403922,3.9,12.7,105.0,16,16,0,0,0,2,12,Blockbuster
10650,Forza 1,Forza,"Johnson, Miller and Willis","Reed, Smith and Moore",Indie,2.9,2.85,2017-01-30,2017,Action,E10+,Creation Engine,14.99,14.55,76,7.5,76,3.04,68.76,600055,14.2,41.9,53.7,8,8,0,0,0,0,0,Average
10651,Assassin's Creed 6,Assassin's Creed,Saunders Ltd,Jackson LLC,AAA,5.9,240.41,2024-04-02,2024,Simulation,M,Unreal Engine 5,69.99,40.13,90,9.3,90,40.7,2989.4,5919705,8.7,51.5,114.7,16,16,0,1,0,2,7,Legendary
10652,Terraria 5,Terraria,"West, Mcmillan and Hopkins",Brady-Ross,AAA,6.2,222.1,2026-04-25,2026,Sports,T,Godot,69.99,54.88,85,8.5,82,37.37,3324.82,5745763,2.1,7.6,119.0,16,16,0,1,0,1,4,Blockbuster
